FREQ;Frequency;REF_AREA;Territory;DATA_TYPE;Indicator;SEX;Sex (DESC);TYPE_OF_CONTRACT;Type of employment contract;CONTARCTUAL_OCCUPATION;Contractual occupation;ECON_ACTIVITY_NACE_2007;Economic activity (NACE Rev. 2);EMPLOYESS_CLASS;Employees class;Time (TIME_PERIOD);Observation;OBS_STATUS;Observation status;NOTE_REF_AREA;Territory (NOTE_REF_AREA);NOTE_DATA_TYPE;Indicator (NOTE_DATA_TYPE);NOTE_SEX;Sex (DESC) (NOTE_SEX);NOTE_TYPE_OF_CONTRACT;Type of employment contract (NOTE_TYPE_OF_CONTRACT);NOTE_CONTARCTUAL_OCCUPATION;Contractual occupation (NOTE_CONTARCTUAL_OCCUPATION);NOTE_ECON_ACTIVITY_NACE_2007;Economic activity (NACE Rev. 2) (NOTE_ECON_ACTIVITY_NACE_2007);NOTE_EMPLOYESS_CLASS;Employees class (NOTE_EMPLOYESS_CLASS);NOTE_TIME_PERIOD;Time;BASE_PER;Base year;UNIT_MEAS;Measure unit;UNIT_MULT;Multiplication unit
A;Annual;ITC;Nord-ovest;HOUWAG_ENTEMP_MED_MI;Gross hourly wage per hour paid of employee jobs  in euros (median).;9;Total;1;Temporary employees;99;Total;M;Professional, scientific and technical activities;TOTAL;Total;2015;9.29;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Median value of the distribution of the hourly wages of the employee jobs obtained as the ratio between the gross wages and the estimated hour paid by the employer for each employee job.;;;;;;;;;;;;;;;;;;
A;Annual;ITC;Nord-ovest;HOUWAG_ENTEMP_MED_MI;Gross hourly wage per hour paid of employee jobs  in euros (median).;9;Total;1;Temporary employees;99;Total;M;Professional, scientific and technical activities;TOTAL;Total;2016;8.82;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Median value of the distribution of the hourly wages of the employee jobs obtained as the ratio between the gross wages and the estimated hour paid by the employer for each employee job.;;;;;;;;;;;;;;;;;;
A;Annual;ITC;Nord-ovest;HOUWAG_ENTEMP_MED_MI;Gross hourly wage per hour paid of employee jobs  in euros (median).;9;Total;1;Temporary employees;99;Total;M;Professional, scientific and technical activities;TOTAL;Total;2017;9.17;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Median value of the distribution of the hourly wages of the employee jobs obtained as the ratio between the gross wages and the estimated hour paid by the employer for each employee job.;;;;;;;;;;;;;;;;;;
A;Annual;ITC;Nord-ovest;HOUWAG_ENTEMP_MED_MI;Gross hourly wage per hour paid of employee jobs  in euros (median).;9;Total;1;Temporary employees;99;Total;M;Professional, scientific and technical activities;TOTAL;Total;2018;9.31;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Median value of the distribution of the hourly wages of the employee jobs obtained as the ratio between the gross wages and the estimated hour paid by the employer for each employee job.;;;;;;;;;;;;;;;;;;
A;Annual;ITC;Nord-ovest;HOUWAG_ENTEMP_MED_MI;Gross hourly wage per hour paid of employee jobs  in euros (median).;9;Total;1;Temporary employees;99;Total;M;Professional, scientific and technical activities;TOTAL;Total;2019;9.24;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Median value of the distribution of the hourly wages of the employee jobs obtained as the ratio between the gross wages and the estimated hour paid by the employer for each employee job.;;;;;;;;;;;;;;;;;;
A;Annual;ITC;Nord-ovest;HOUWAG_ENTEMP_MED_MI;Gross hourly wage per hour paid of employee jobs  in euros (median).;9;Total;1;Temporary employees;99;Total;M;Professional, scientific and technical activities;TOTAL;Total;2020;9.47;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Median value of the distribution of the hourly wages of the employee jobs obtained as the ratio between the gross wages and the estimated hour paid by the employer for each employee job.;;;;;;;;;;;;;;;;;;
A;Annual;ITC;Nord-ovest;HOUWAG_ENTEMP_MED_MI;Gross hourly wage per hour paid of employee jobs  in euros (median).;9;Total;1;Temporary employees;99;Total;M;Professional, scientific and technical activities;TOTAL;Total;2021;9.44;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Median value of the distribution of the hourly wages of the employee jobs obtained as the ratio between the gross wages and the estimated hour paid by the employer for each employee job.;;;;;;;;;;;;;;;;;;
A;Annual;ITC;Nord-ovest;HOUWAG_ENTEMP_MED_MI;Gross hourly wage per hour paid of employee jobs  in euros (median).;9;Total;1;Temporary employees;99;Total;N;Administrative and support service activities;TOTAL;Total;2014;9.98;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Median value of the distribution of the hourly wages of the employee jobs obtained as the ratio between the gross wages and the estimated hour paid by the employer for each employee job.;;;;;;;;;;;;;;;;;;
A;Annual;ITC;Nord-ovest;HOUWAG_ENTEMP_MED_MI;Gross hourly wage per hour paid of employee jobs  in euros (median).;9;Total;1;Temporary employees;99;Total;N;Administrative and support service activities;TOTAL;Total;2015;10.46;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Median value of the distribution of the hourly wages of the employee jobs obtained as the ratio between the gross wages and the estimated hour paid by the employer for each employee job.;;;;;;;;;;;;;;;;;;
A;Annual;ITC;Nord-ovest;HOUWAG_ENTEMP_MED_MI;Gross hourly wage per hour paid of employee jobs  in euros (median).;9;Total;1;Temporary employees;99;Total;N;Administrative and support service activities;TOTAL;Total;2016;10.4;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Median value of the distribution of the hourly wages of the employee jobs obtained as the ratio between the gross wages and the estimated hour paid by the employer for each employee job.;;;;;;;;;;;;;;;;;;
A;Annual;ITC;Nord-ovest;HOUWAG_ENTEMP_MED_MI;Gross hourly wage per hour paid of employee jobs  in euros (median).;9;Total;1;Temporary employees;99;Total;N;Administrative and support service activities;TOTAL;Total;2017;10.38;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Median value of the distribution of the hourly wages of the employee jobs obtained as the ratio between the gross wages and the estimated hour paid by the employer for each employee job.;;;;;;;;;;;;;;;;;;
A;Annual;ITC;Nord-ovest;HOUWAG_ENTEMP_MED_MI;Gross hourly wage per hour paid of employee jobs  in euros (median).;9;Total;1;Temporary employees;99;Total;N;Administrative and support service activities;TOTAL;Total;2018;10.22;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Median value of the distribution of the hourly wages of the employee jobs obtained as the ratio between the gross wages and the estimated hour paid by the employer for each employee job.;;;;;;;;;;;;;;;;;;
A;Annual;ITC;Nord-ovest;HOUWAG_ENTEMP_MED_MI;Gross hourly wage per hour paid of employee jobs  in euros (median).;9;Total;1;Temporary employees;99;Total;N;Administrative and support service activities;TOTAL;Total;2019;10.23;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Median value of the distribution of the hourly wages of the employee jobs obtained as the ratio between the gross wages and the estimated hour paid by the employer for each employee job.;;;;;;;;;;;;;;;;;;
A;Annual;ITC;Nord-ovest;HOUWAG_ENTEMP_MED_MI;Gross hourly wage per hour paid of employee jobs  in euros (median).;9;Total;1;Temporary employees;99;Total;N;Administrative and support service activities;TOTAL;Total;2020;10.31;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Median value of the distribution of the hourly wages of the employee jobs obtained as the ratio between the gross wages and the estimated hour paid by the employer for each employee job.;;;;;;;;;;;;;;;;;;
A;Annual;ITC;Nord-ovest;HOUWAG_ENTEMP_MED_MI;Gross hourly wage per hour paid of employee jobs  in euros (median).;9;Total;1;Temporary employees;99;Total;N;Administrative and support service activities;TOTAL;Total;2021;10.28;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Median value of the distribution of the hourly wages of the employee jobs obtained as the ratio between the gross wages and the estimated hour paid by the employer for each employee job.;;;;;;;;;;;;;;;;;;
A;Annual;ITC;Nord-ovest;HOUWAG_ENTEMP_MED_MI;Gross hourly wage per hour paid of employee jobs  in euros (median).;9;Total;1;Temporary employees;99;Total;P;Education;TOTAL;Total;2014;12.66;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Median value of the distribution of the hourly wages of the employee jobs obtained as the ratio between the gross wages and the estimated hour paid by the employer for each employee job.;;;;;;;;;;;;;;;;;;
A;Annual;ITC;Nord-ovest;HOUWAG_ENTEMP_MED_MI;Gross hourly wage per hour paid of employee jobs  in euros (median).;9;Total;1;Temporary employees;99;Total;P;Education;TOTAL;Total;2015;13.19;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Median value of the distribution of the hourly wages of the employee jobs obtained as the ratio between the gross wages and the estimated hour paid by the employer for each employee job.;;;;;;;;;;;;;;;;;;
A;Annual;ITC;Nord-ovest;HOUWAG_ENTEMP_MED_MI;Gross hourly wage per hour paid of employee jobs  in euros (median).;9;Total;1;Temporary employees;99;Total;P;Education;TOTAL;Total;2016;12.17;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Median value of the distribution of the hourly wages of the employee jobs obtained as the ratio between the gross wages and the estimated hour paid by the employer for each employee job.;;;;;;;;;;;;;;;;;;
A;Annual;ITC;Nord-ovest;HOUWAG_ENTEMP_MED_MI;Gross hourly wage per hour paid of employee jobs  in euros (median).;9;Total;1;Temporary employees;99;Total;P;Education;TOTAL;Total;2017;12.01;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Median value of the distribution of the hourly wages of the employee jobs obtained as the ratio between the gross wages and the estimated hour paid by the employer for each employee job.;;;;;;;;;;;;;;;;;;
A;Annual;ITC;Nord-ovest;HOUWAG_ENTEMP_MED_MI;Gross hourly wage per hour paid of employee jobs  in euros (median).;9;Total;1;Temporary employees;99;Total;P;Education;TOTAL;Total;2018;12.34;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Median value of the distribution of the hourly wages of the employee jobs obtained as the ratio between the gross wages and the estimated hour paid by the employer for each employee job.;;;;;;;;;;;;;;;;;;
A;Annual;ITC;Nord-ovest;HOUWAG_ENTEMP_MED_MI;Gross hourly wage per hour paid of employee jobs  in euros (median).;9;Total;1;Temporary employees;99;Total;P;Education;TOTAL;Total;2019;12.39;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Median value of the distribution of the hourly wages of the employee jobs obtained as the ratio between the gross wages and the estimated hour paid by the employer for each employee job.;;;;;;;;;;;;;;;;;;
A;Annual;ITC;Nord-ovest;HOUWAG_ENTEMP_MED_MI;Gross hourly wage per hour paid of employee jobs  in euros (median).;9;Total;1;Temporary employees;99;Total;P;Education;TOTAL;Total;2020;13.43;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Median value of the distribution of the hourly wages of the employee jobs obtained as the ratio between the gross wages and the estimated hour paid by the employer for each employee job.;;;;;;;;;;;;;;;;;;
A;Annual;ITC;Nord-ovest;HOUWAG_ENTEMP_MED_MI;Gross hourly wage per hour paid of employee jobs  in euros (median).;9;Total;1;Temporary employees;99;Total;P;Education;TOTAL;Total;2021;12.42;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Median value of the distribution of the hourly wages of the employee jobs obtained as the ratio between the gross wages and the estimated hour paid by the employer for each employee job.;;;;;;;;;;;;;;;;;;
A;Annual;ITC;Nord-ovest;HOUWAG_ENTEMP_MED_MI;Gross hourly wage per hour paid of employee jobs  in euros (median).;9;Total;1;Temporary employees;99;Total;Q;Human health and social work activities;TOTAL;Total;2014;9.67;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Median value of the distribution of the hourly wages of the employee jobs obtained as the ratio between the gross wages and the estimated hour paid by the employer for each employee job.;;;;;;;;;;;;;;;;;;
A;Annual;ITC;Nord-ovest;HOUWAG_ENTEMP_MED_MI;Gross hourly wage per hour paid of employee jobs  in euros (median).;9;Total;1;Temporary employees;99;Total;Q;Human health and social work activities;TOTAL;Total;2015;9.67;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Median value of the distribution of the hourly wages of the employee jobs obtained as the ratio between the gross wages and the estimated hour paid by the employer for each employee job.;;;;;;;;;;;;;;;;;;
A;Annual;ITC;Nord-ovest;HOUWAG_ENTEMP_MED_MI;Gross hourly wage per hour paid of employee jobs  in euros (median).;9;Total;1;Temporary employees;99;Total;Q;Human health and social work activities;TOTAL;Total;2016;9.72;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Median value of the distribution of the hourly wages of the employee jobs obtained as the ratio between the gross wages and the estimated hour paid by the employer for each employee job.;;;;;;;;;;;;;;;;;;
A;Annual;ITC;Nord-ovest;HOUWAG_ENTEMP_MED_MI;Gross hourly wage per hour paid of employee jobs  in euros (median).;9;Total;1;Temporary employees;99;Total;Q;Human health and social work activities;TOTAL;Total;2017;9.8;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Median value of the distribution of the hourly wages of the employee jobs obtained as the ratio between the gross wages and the estimated hour paid by the employer for each employee job.;;;;;;;;;;;;;;;;;;
A;Annual;ITC;Nord-ovest;HOUWAG_ENTEMP_MED_MI;Gross hourly wage per hour paid of employee jobs  in euros (median).;9;Total;1;Temporary employees;99;Total;Q;Human health and social work activities;TOTAL;Total;2018;9.87;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Median value of the distribution of the hourly wages of the employee jobs obtained as the ratio between the gross wages and the estimated hour paid by the employer for each employee job.;;;;;;;;;;;;;;;;;;
A;Annual;ITC;Nord-ovest;HOUWAG_ENTEMP_MED_MI;Gross hourly wage per hour paid of employee jobs  in euros (median).;9;Total;1;Temporary employees;99;Total;Q;Human health and social work activities;TOTAL;Total;2019;9.96;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Median value of the distribution of the hourly wages of the employee jobs obtained as the ratio between the gross wages and the estimated hour paid by the employer for each employee job.;;;;;;;;;;;;;;;;;;
A;Annual;ITC;Nord-ovest;HOUWAG_ENTEMP_MED_MI;Gross hourly wage per hour paid of employee jobs  in euros (median).;9;Total;1;Temporary employees;99;Total;Q;Human health and social work activities;TOTAL;Total;2020;10.19;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Median value of the distribution of the hourly wages of the employee jobs obtained as the ratio between the gross wages and the estimated hour paid by the employer for each employee job.;;;;;;;;;;;;;;;;;;
A;Annual;ITC;Nord-ovest;HOUWAG_ENTEMP_MED_MI;Gross hourly wage per hour paid of employee jobs  in euros (median).;9;Total;1;Temporary employees;99;Total;Q;Human health and social work activities;TOTAL;Total;2021;10.17;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Median value of the distribution of the hourly wages of the employee jobs obtained as the ratio between the gross wages and the estimated hour paid by the employer for each employee job.;;;;;;;;;;;;;;;;;;
A;Annual;ITC;Nord-ovest;HOUWAG_ENTEMP_MED_MI;Gross hourly wage per hour paid of employee jobs  in euros (median).;9;Total;1;Temporary employees;99;Total;R;Arts, entertainment and recreation;TOTAL;Total;2014;10.38;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Median value of the distribution of the hourly wages of the employee jobs obtained as the ratio between the gross wages and the estimated hour paid by the employer for each employee job.;;;;;;;;;;;;;;;;;;
A;Annual;ITC;Nord-ovest;HOUWAG_ENTEMP_MED_MI;Gross hourly wage per hour paid of employee jobs  in euros (median).;9;Total;1;Temporary employees;99;Total;R;Arts, entertainment and recreation;TOTAL;Total;2015;10.4;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Median value of the distribution of the hourly wages of the employee jobs obtained as the ratio between the gross wages and the estimated hour paid by the employer for each employee job.;;;;;;;;;;;;;;;;;;
A;Annual;ITC;Nord-ovest;HOUWAG_ENTEMP_MED_MI;Gross hourly wage per hour paid of employee jobs  in euros (median).;9;Total;1;Temporary employees;99;Total;R;Arts, entertainment and recreation;TOTAL;Total;2016;10.58;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Median value of the distribution of the hourly wages of the employee jobs obtained as the ratio between the gross wages and the estimated hour paid by the employer for each employee job.;;;;;;;;;;;;;;;;;;
A;Annual;ITC;Nord-ovest;HOUWAG_ENTEMP_MED_MI;Gross hourly wage per hour paid of employee jobs  in euros (median).;9;Total;1;Temporary employees;99;Total;R;Arts, entertainment and recreation;TOTAL;Total;2017;10.41;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Median value of the distribution of the hourly wages of the employee jobs obtained as the ratio between the gross wages and the estimated hour paid by the employer for each employee job.;;;;;;;;;;;;;;;;;;
A;Annual;ITC;Nord-ovest;HOUWAG_ENTEMP_MED_MI;Gross hourly wage per hour paid of employee jobs  in euros (median).;9;Total;1;Temporary employees;99;Total;R;Arts, entertainment and recreation;TOTAL;Total;2018;10.52;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Median value of the distribution of the hourly wages of the employee jobs obtained as the ratio between the gross wages and the estimated hour paid by the employer for each employee job.;;;;;;;;;;;;;;;;;;
A;Annual;ITC;Nord-ovest;HOUWAG_ENTEMP_MED_MI;Gross hourly wage per hour paid of employee jobs  in euros (median).;9;Total;1;Temporary employees;99;Total;R;Arts, entertainment and recreation;TOTAL;Total;2019;10.42;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Median value of the distribution of the hourly wages of the employee jobs obtained as the ratio between the gross wages and the estimated hour paid by the employer for each employee job.;;;;;;;;;;;;;;;;;;
A;Annual;ITC;Nord-ovest;HOUWAG_ENTEMP_MED_MI;Gross hourly wage per hour paid of employee jobs  in euros (median).;9;Total;1;Temporary employees;99;Total;R;Arts, entertainment and recreation;TOTAL;Total;2020;10.54;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Median value of the distribution of the hourly wages of the employee jobs obtained as the ratio between the gross wages and the estimated hour paid by the employer for each employee job.;;;;;;;;;;;;;;;;;;
A;Annual;ITC;Nord-ovest;HOUWAG_ENTEMP_MED_MI;Gross hourly wage per hour paid of employee jobs  in euros (median).;9;Total;1;Temporary employees;99;Total;R;Arts, entertainment and recreation;TOTAL;Total;2021;10.54;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Median value of the distribution of the hourly wages of the employee jobs obtained as the ratio between the gross wages and the estimated hour paid by the employer for each employee job.;;;;;;;;;;;;;;;;;;
A;Annual;ITC;Nord-ovest;HOUWAG_ENTEMP_MED_MI;Gross hourly wage per hour paid of employee jobs  in euros (median).;9;Total;1;Temporary employees;99;Total;S;Other service activities;TOTAL;Total;2014;8.19;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Median value of the distribution of the hourly wages of the employee jobs obtained as the ratio between the gross wages and the estimated hour paid by the employer for each employee job.;;;;;;;;;;;;;;;;;;
A;Annual;ITC;Nord-ovest;HOUWAG_ENTEMP_MED_MI;Gross hourly wage per hour paid of employee jobs  in euros (median).;9;Total;1;Temporary employees;99;Total;S;Other service activities;TOTAL;Total;2015;8.45;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Median value of the distribution of the hourly wages of the employee jobs obtained as the ratio between the gross wages and the estimated hour paid by the employer for each employee job.;;;;;;;;;;;;;;;;;;
A;Annual;ITC;Nord-ovest;HOUWAG_ENTEMP_MED_MI;Gross hourly wage per hour paid of employee jobs  in euros (median).;9;Total;1;Temporary employees;99;Total;S;Other service activities;TOTAL;Total;2016;8.44;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Median value of the distribution of the hourly wages of the employee jobs obtained as the ratio between the gross wages and the estimated hour paid by the employer for each employee job.;;;;;;;;;;;;;;;;;;
A;Annual;ITC;Nord-ovest;HOUWAG_ENTEMP_MED_MI;Gross hourly wage per hour paid of employee jobs  in euros (median).;9;Total;1;Temporary employees;99;Total;S;Other service activities;TOTAL;Total;2017;8.45;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Median value of the distribution of the hourly wages of the employee jobs obtained as the ratio between the gross wages and the estimated hour paid by the employer for each employee job.;;;;;;;;;;;;;;;;;;
A;Annual;ITC;Nord-ovest;HOUWAG_ENTEMP_MED_MI;Gross hourly wage per hour paid of employee jobs  in euros (median).;9;Total;1;Temporary employees;99;Total;S;Other service activities;TOTAL;Total;2018;8.5;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Median value of the distribution of the hourly wages of the employee jobs obtained as the ratio between the gross wages and the estimated hour paid by the employer for each employee job.;;;;;;;;;;;;;;;;;;
A;Annual;ITC;Nord-ovest;HOUWAG_ENTEMP_MED_MI;Gross hourly wage per hour paid of employee jobs  in euros (median).;9;Total;1;Temporary employees;99;Total;S;Other service activities;TOTAL;Total;2019;8.56;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Median value of the distribution of the hourly wages of the employee jobs obtained as the ratio between the gross wages and the estimated hour paid by the employer for each employee job.;;;;;;;;;;;;;;;;;;
A;Annual;ITC;Nord-ovest;HOUWAG_ENTEMP_MED_MI;Gross hourly wage per hour paid of employee jobs  in euros (median).;9;Total;1;Temporary employees;99;Total;S;Other service activities;TOTAL;Total;2020;8.75;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Median value of the distribution of the hourly wages of the employee jobs obtained as the ratio between the gross wages and the estimated hour paid by the employer for each employee job.;;;;;;;;;;;;;;;;;;
A;Annual;ITC;Nord-ovest;HOUWAG_ENTEMP_MED_MI;Gross hourly wage per hour paid of employee jobs  in euros (median).;9;Total;1;Temporary employees;99;Total;S;Other service activities;TOTAL;Total;2021;8.75;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Median value of the distribution of the hourly wages of the employee jobs obtained as the ratio between the gross wages and the estimated hour paid by the employer for each employee job.;;;;;;;;;;;;;;;;;;
A;Annual;ITC;Nord-ovest;HOUWAG_ENTEMP_MED_MI;Gross hourly wage per hour paid of employee jobs  in euros (median).;9;Total;2;Permanent employees;99;Total;0010;TOTAL;TOTAL;Total;2014;12.61;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Median value of the distribution of the hourly wages of the employee jobs obtained as the ratio between the gross wages and the estimated hour paid by the employer for each employee job.;;;;;;;;;;;;;;;;;;
A;Annual;ITC;Nord-ovest;HOUWAG_ENTEMP_MED_MI;Gross hourly wage per hour paid of employee jobs  in euros (median).;9;Total;2;Permanent employees;99;Total;0010;TOTAL;TOTAL;Total;2015;12.62;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Median value of the distribution of the hourly wages of the employee jobs obtained as the ratio between the gross wages and the estimated hour paid by the employer for each employee job.;;;;;;;;;;;;;;;;;;
A;Annual;ITC;Nord-ovest;HOUWAG_ENTEMP_MED_MI;Gross hourly wage per hour paid of employee jobs  in euros (median).;9;Total;2;Permanent employees;99;Total;0010;TOTAL;TOTAL;Total;2016;12.73;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Median value of the distribution of the hourly wages of the employee jobs obtained as the ratio between the gross wages and the estimated hour paid by the employer for each employee job.;;;;;;;;;;;;;;;;;;
A;Annual;ITC;Nord-ovest;HOUWAG_ENTEMP_MED_MI;Gross hourly wage per hour paid of employee jobs  in euros (median).;9;Total;2;Permanent employees;99;Total;0010;TOTAL;TOTAL;Total;2017;12.96;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Median value of the distribution of the hourly wages of the employee jobs obtained as the ratio between the gross wages and the estimated hour paid by the employer for each employee job.;;;;;;;;;;;;;;;;;;
A;Annual;ITC;Nord-ovest;HOUWAG_ENTEMP_MED_MI;Gross hourly wage per hour paid of employee jobs  in euros (median).;9;Total;2;Permanent employees;99;Total;0010;TOTAL;TOTAL;Total;2018;13.08;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Median value of the distribution of the hourly wages of the employee jobs obtained as the ratio between the gross wages and the estimated hour paid by the employer for each employee job.;;;;;;;;;;;;;;;;;;
A;Annual;ITC;Nord-ovest;HOUWAG_ENTEMP_MED_MI;Gross hourly wage per hour paid of employee jobs  in euros (median).;9;Total;2;Permanent employees;99;Total;0010;TOTAL;TOTAL;Total;2019;13.08;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Median value of the distribution of the hourly wages of the employee jobs obtained as the ratio between the gross wages and the estimated hour paid by the employer for each employee job.;;;;;;;;;;;;;;;;;;
A;Annual;ITC;Nord-ovest;HOUWAG_ENTEMP_MED_MI;Gross hourly wage per hour paid of employee jobs  in euros (median).;9;Total;2;Permanent employees;99;Total;0010;TOTAL;TOTAL;Total;2020;13.31;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Median value of the distribution of the hourly wages of the employee jobs obtained as the ratio between the gross wages and the estimated hour paid by the employer for each employee job.;;;;;;;;;;;;;;;;;;
A;Annual;ITC;Nord-ovest;HOUWAG_ENTEMP_MED_MI;Gross hourly wage per hour paid of employee jobs  in euros (median).;9;Total;2;Permanent employees;99;Total;0010;TOTAL;TOTAL;Total;2021;13.47;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Median value of the distribution of the hourly wages of the employee jobs obtained as the ratio between the gross wages and the estimated hour paid by the employer for each employee job.;;;;;;;;;;;;;;;;;;
A;Annual;ITC;Nord-ovest;HOUWAG_ENTEMP_MED_MI;Gross hourly wage per hour paid of employee jobs  in euros (median).;9;Total;2;Permanent employees;99;Total;0011;TOTAL INDUSTRY (b to f);TOTAL;Total;2014;13.33;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Median value of the distribution of the hourly wages of the employee jobs obtained as the ratio between the gross wages and the estimated hour paid by the employer for each employee job.;;;;;;;;;;;;;;;;;;
A;Annual;ITC;Nord-ovest;HOUWAG_ENTEMP_MED_MI;Gross hourly wage per hour paid of employee jobs  in euros (median).;9;Total;2;Permanent employees;99;Total;0011;TOTAL INDUSTRY (b to f);TOTAL;Total;2015;13.47;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Median value of the distribution of the hourly wages of the employee jobs obtained as the ratio between the gross wages and the estimated hour paid by the employer for each employee job.;;;;;;;;;;;;;;;;;;
A;Annual;ITC;Nord-ovest;HOUWAG_ENTEMP_MED_MI;Gross hourly wage per hour paid of employee jobs  in euros (median).;9;Total;2;Permanent employees;99;Total;0011;TOTAL INDUSTRY (b to f);TOTAL;Total;2016;13.56;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Median value of the distribution of the hourly wages of the employee jobs obtained as the ratio between the gross wages and the estimated hour paid by the employer for each employee job.;;;;;;;;;;;;;;;;;;
A;Annual;ITC;Nord-ovest;HOUWAG_ENTEMP_MED_MI;Gross hourly wage per hour paid of employee jobs  in euros (median).;9;Total;2;Permanent employees;99;Total;0011;TOTAL INDUSTRY (b to f);TOTAL;Total;2017;13.78;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Median value of the distribution of the hourly wages of the employee jobs obtained as the ratio between the gross wages and the estimated hour paid by the employer for each employee job.;;;;;;;;;;;;;;;;;;
A;Annual;ITC;Nord-ovest;HOUWAG_ENTEMP_MED_MI;Gross hourly wage per hour paid of employee jobs  in euros (median).;9;Total;2;Permanent employees;99;Total;0011;TOTAL INDUSTRY (b to f);TOTAL;Total;2018;13.95;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Median value of the distribution of the hourly wages of the employee jobs obtained as the ratio between the gross wages and the estimated hour paid by the employer for each employee job.;;;;;;;;;;;;;;;;;;
