FREQ;Frequency;DATA_TYPE;Indicator;MEASURE;Measure (DESC);SEX;Gender;AGE;Age (DESC);EDU_LEV_HIGHEST;Highest level of education attained;Time (TIME_PERIOD);Observation;OBS_STATUS;Observation status
A;Annual;15_EMPL_SNMUC;Employed persons aged 15 years and over by level of satisfaction with their work: not much;HSC;Per 100 people with the same characteristics;9;Total;Y15-24;15-24 years;99;Total;2021;13.9;;
A;Annual;15_EMPL_SNMUC;Employed persons aged 15 years and over by level of satisfaction with their work: not much;HSC;Per 100 people with the same characteristics;9;Total;Y15-24;15-24 years;99;Total;2022;10.8;;
A;Annual;15_EMPL_SNALL;Employed persons aged 15 years and over by level of satisfaction with their work: not at all;HSC;Per 100 people with the same characteristics;9;Total;Y15-24;15-24 years;3;Primary school certificate, no educational degree;2014;0;;
A;Annual;15_EMPL_SNALL;Employed persons aged 15 years and over by level of satisfaction with their work: not at all;HSC;Per 100 people with the same characteristics;9;Total;Y15-24;15-24 years;3;Primary school certificate, no educational degree;2015;23.9;;
A;Annual;15_EMPL_SNALL;Employed persons aged 15 years and over by level of satisfaction with their work: not at all;HSC;Per 100 people with the same characteristics;9;Total;Y15-24;15-24 years;3;Primary school certificate, no educational degree;2016;0;;
A;Annual;15_EMPL_SNALL;Employed persons aged 15 years and over by level of satisfaction with their work: not at all;HSC;Per 100 people with the same characteristics;9;Total;Y15-24;15-24 years;3;Primary school certificate, no educational degree;2017;11.5;;
A;Annual;15_EMPL_SNALL;Employed persons aged 15 years and over by level of satisfaction with their work: not at all;HSC;Per 100 people with the same characteristics;9;Total;Y15-24;15-24 years;3;Primary school certificate, no educational degree;2018;0;;
A;Annual;15_EMPL_SNALL;Employed persons aged 15 years and over by level of satisfaction with their work: not at all;HSC;Per 100 people with the same characteristics;9;Total;Y15-24;15-24 years;3;Primary school certificate, no educational degree;2019;7.3;;
A;Annual;15_EMPL_SNALL;Employed persons aged 15 years and over by level of satisfaction with their work: not at all;HSC;Per 100 people with the same characteristics;9;Total;Y15-24;15-24 years;3;Primary school certificate, no educational degree;2020;0;;
A;Annual;15_EMPL_SNALL;Employed persons aged 15 years and over by level of satisfaction with their work: not at all;HSC;Per 100 people with the same characteristics;9;Total;Y15-24;15-24 years;3;Primary school certificate, no educational degree;2021;0;;
A;Annual;15_EMPL_SNALL;Employed persons aged 15 years and over by level of satisfaction with their work: not at all;HSC;Per 100 people with the same characteristics;9;Total;Y15-24;15-24 years;3;Primary school certificate, no educational degree;2022;0;;
A;Annual;15_EMPL_SNALL;Employed persons aged 15 years and over by level of satisfaction with their work: not at all;HSC;Per 100 people with the same characteristics;9;Total;Y15-24;15-24 years;4;Lower secondary school certificate;2014;7.3;;
A;Annual;15_EMPL_SNALL;Employed persons aged 15 years and over by level of satisfaction with their work: not at all;HSC;Per 100 people with the same characteristics;9;Total;Y15-24;15-24 years;4;Lower secondary school certificate;2015;3.1;;
A;Annual;15_EMPL_SNALL;Employed persons aged 15 years and over by level of satisfaction with their work: not at all;HSC;Per 100 people with the same characteristics;9;Total;Y15-24;15-24 years;4;Lower secondary school certificate;2016;3.4;;
A;Annual;15_EMPL_SNALL;Employed persons aged 15 years and over by level of satisfaction with their work: not at all;HSC;Per 100 people with the same characteristics;9;Total;Y15-24;15-24 years;4;Lower secondary school certificate;2017;1.7;;
A;Annual;15_EMPL_SNALL;Employed persons aged 15 years and over by level of satisfaction with their work: not at all;HSC;Per 100 people with the same characteristics;9;Total;Y15-24;15-24 years;4;Lower secondary school certificate;2018;4.6;;
A;Annual;15_EMPL_SNALL;Employed persons aged 15 years and over by level of satisfaction with their work: not at all;HSC;Per 100 people with the same characteristics;9;Total;Y15-24;15-24 years;4;Lower secondary school certificate;2019;7.7;;
A;Annual;15_EMPL_SNALL;Employed persons aged 15 years and over by level of satisfaction with their work: not at all;HSC;Per 100 people with the same characteristics;9;Total;Y15-24;15-24 years;4;Lower secondary school certificate;2020;3.2;;
A;Annual;15_EMPL_SNALL;Employed persons aged 15 years and over by level of satisfaction with their work: not at all;HSC;Per 100 people with the same characteristics;9;Total;Y15-24;15-24 years;4;Lower secondary school certificate;2021;2.6;;
A;Annual;15_EMPL_SNALL;Employed persons aged 15 years and over by level of satisfaction with their work: not at all;HSC;Per 100 people with the same characteristics;9;Total;Y15-24;15-24 years;4;Lower secondary school certificate;2022;2.1;;
A;Annual;15_EMPL_SNALL;Employed persons aged 15 years and over by level of satisfaction with their work: not at all;HSC;Per 100 people with the same characteristics;9;Total;Y15-24;15-24 years;7;Upper and post secondary;2014;3.2;;
A;Annual;15_EMPL_SNALL;Employed persons aged 15 years and over by level of satisfaction with their work: not at all;HSC;Per 100 people with the same characteristics;9;Total;Y15-24;15-24 years;7;Upper and post secondary;2015;1.7;;
A;Annual;15_EMPL_SNALL;Employed persons aged 15 years and over by level of satisfaction with their work: not at all;HSC;Per 100 people with the same characteristics;9;Total;Y15-24;15-24 years;7;Upper and post secondary;2016;2.5;;
A;Annual;15_EMPL_SNALL;Employed persons aged 15 years and over by level of satisfaction with their work: not at all;HSC;Per 100 people with the same characteristics;9;Total;Y15-24;15-24 years;7;Upper and post secondary;2017;3.5;;
A;Annual;15_EMPL_SNALL;Employed persons aged 15 years and over by level of satisfaction with their work: not at all;HSC;Per 100 people with the same characteristics;9;Total;Y15-24;15-24 years;7;Upper and post secondary;2018;4.8;;
A;Annual;15_EMPL_SNALL;Employed persons aged 15 years and over by level of satisfaction with their work: not at all;HSC;Per 100 people with the same characteristics;9;Total;Y15-24;15-24 years;7;Upper and post secondary;2019;3.7;;
A;Annual;15_EMPL_SNALL;Employed persons aged 15 years and over by level of satisfaction with their work: not at all;HSC;Per 100 people with the same characteristics;9;Total;Y15-24;15-24 years;7;Upper and post secondary;2020;3;;
A;Annual;15_EMPL_SNALL;Employed persons aged 15 years and over by level of satisfaction with their work: not at all;HSC;Per 100 people with the same characteristics;9;Total;Y15-24;15-24 years;7;Upper and post secondary;2021;2.6;;
A;Annual;15_EMPL_SNALL;Employed persons aged 15 years and over by level of satisfaction with their work: not at all;HSC;Per 100 people with the same characteristics;9;Total;Y15-24;15-24 years;7;Upper and post secondary;2022;1.2;;
A;Annual;15_EMPL_SNALL;Employed persons aged 15 years and over by level of satisfaction with their work: not at all;HSC;Per 100 people with the same characteristics;9;Total;Y15-24;15-24 years;11;Tertiary (university, doctoral and specialization courses);2014;2.2;;
A;Annual;15_EMPL_SNALL;Employed persons aged 15 years and over by level of satisfaction with their work: not at all;HSC;Per 100 people with the same characteristics;9;Total;Y15-24;15-24 years;11;Tertiary (university, doctoral and specialization courses);2015;0;;
A;Annual;15_EMPL_SNALL;Employed persons aged 15 years and over by level of satisfaction with their work: not at all;HSC;Per 100 people with the same characteristics;9;Total;Y15-24;15-24 years;11;Tertiary (university, doctoral and specialization courses);2016;0;;
A;Annual;15_EMPL_SNALL;Employed persons aged 15 years and over by level of satisfaction with their work: not at all;HSC;Per 100 people with the same characteristics;9;Total;Y15-24;15-24 years;11;Tertiary (university, doctoral and specialization courses);2017;5.9;;
A;Annual;15_EMPL_SNALL;Employed persons aged 15 years and over by level of satisfaction with their work: not at all;HSC;Per 100 people with the same characteristics;9;Total;Y15-24;15-24 years;11;Tertiary (university, doctoral and specialization courses);2018;2.6;;
A;Annual;15_EMPL_SNALL;Employed persons aged 15 years and over by level of satisfaction with their work: not at all;HSC;Per 100 people with the same characteristics;9;Total;Y15-24;15-24 years;11;Tertiary (university, doctoral and specialization courses);2019;0;;
A;Annual;15_EMPL_SNALL;Employed persons aged 15 years and over by level of satisfaction with their work: not at all;HSC;Per 100 people with the same characteristics;9;Total;Y15-24;15-24 years;11;Tertiary (university, doctoral and specialization courses);2020;1.6;;
A;Annual;15_EMPL_SNALL;Employed persons aged 15 years and over by level of satisfaction with their work: not at all;HSC;Per 100 people with the same characteristics;9;Total;Y15-24;15-24 years;11;Tertiary (university, doctoral and specialization courses);2021;5.1;;
A;Annual;15_EMPL_SNALL;Employed persons aged 15 years and over by level of satisfaction with their work: not at all;HSC;Per 100 people with the same characteristics;9;Total;Y15-24;15-24 years;11;Tertiary (university, doctoral and specialization courses);2022;0;;
A;Annual;15_EMPL_SNALL;Employed persons aged 15 years and over by level of satisfaction with their work: not at all;HSC;Per 100 people with the same characteristics;9;Total;Y15-24;15-24 years;99;Total;2014;4.3;;
A;Annual;15_EMPL_SNALL;Employed persons aged 15 years and over by level of satisfaction with their work: not at all;HSC;Per 100 people with the same characteristics;9;Total;Y15-24;15-24 years;99;Total;2015;2.2;;
A;Annual;15_EMPL_SNALL;Employed persons aged 15 years and over by level of satisfaction with their work: not at all;HSC;Per 100 people with the same characteristics;9;Total;Y15-24;15-24 years;99;Total;2016;2.5;;
A;Annual;15_EMPL_SNALL;Employed persons aged 15 years and over by level of satisfaction with their work: not at all;HSC;Per 100 people with the same characteristics;9;Total;Y15-24;15-24 years;99;Total;2017;3.5;;
A;Annual;15_EMPL_SNALL;Employed persons aged 15 years and over by level of satisfaction with their work: not at all;HSC;Per 100 people with the same characteristics;9;Total;Y15-24;15-24 years;99;Total;2018;4.6;;
A;Annual;15_EMPL_SNALL;Employed persons aged 15 years and over by level of satisfaction with their work: not at all;HSC;Per 100 people with the same characteristics;9;Total;Y15-24;15-24 years;99;Total;2019;4.1;;
A;Annual;15_EMPL_SNALL;Employed persons aged 15 years and over by level of satisfaction with their work: not at all;HSC;Per 100 people with the same characteristics;9;Total;Y15-24;15-24 years;99;Total;2020;2.9;;
A;Annual;15_EMPL_SNALL;Employed persons aged 15 years and over by level of satisfaction with their work: not at all;HSC;Per 100 people with the same characteristics;9;Total;Y15-24;15-24 years;99;Total;2021;2.7;;
A;Annual;15_EMPL_SNALL;Employed persons aged 15 years and over by level of satisfaction with their work: not at all;HSC;Per 100 people with the same characteristics;9;Total;Y15-24;15-24 years;99;Total;2022;1.3;;
